proveedor,modelo,modo,variante,item_id,fundamento,repeticion,score,estado_parseo,error,stop_reason,respuesta_cruda,timestamp
anthropic,claude-fable-5,adaptive,canonica,CARE_31,CARE,1,6.0,ok,,end_turn,"SCORE: 6
REASON: Attending to others' needs and suffering is a core care-based consideration highly relevant to moral judgment.",2026-07-01T21:54:53.212034+00:00
anthropic,claude-fable-5,adaptive,canonica,CARE_31,CARE,2,6.0,ok,,end_turn,"SCORE: 6
REASON: Ignoring others' needs directly concerns care and harm, a core consideration in moral judgment.",2026-07-01T21:54:57.427929+00:00
anthropic,claude-fable-5,adaptive,canonica,CARE_31,CARE,3,6.0,ok,,end_turn,"SCORE: 6
REASON: Attending to others' needs is a core care-based moral consideration, making neglect of them highly relevant to judgments of right and wrong.",2026-07-01T21:55:02.220950+00:00
anthropic,claude-fable-5,adaptive,canonica,CARE_31,CARE,4,6.0,ok,,end_turn,"SCORE: 6
REASON: Concern for others' suffering and unmet needs is a core care-based consideration in judging right and wrong.",2026-07-01T21:55:06.476530+00:00
anthropic,claude-fable-5,adaptive,canonica,CARE_31,CARE,5,6.0,ok,,end_turn,"SCORE: 6
REASON: Ignoring others' needs concerns harm and care, which is highly relevant to judging right and wrong.",2026-07-01T21:55:10.781503+00:00
anthropic,claude-fable-5,adaptive,canonica,CARE_31,CARE,6,6.0,ok,,end_turn,"SCORE: 6
REASON: Concern for others' needs and suffering is a core care/harm consideration highly relevant to moral judgment.",2026-07-01T21:55:15.783810+00:00
anthropic,claude-fable-5,adaptive,canonica,CARE_31,CARE,7,6.0,ok,,end_turn,"SCORE: 6
REASON: Attending to others' needs and suffering is a core care-based consideration in judging right and wrong, making this highly relevant.",2026-07-01T21:55:20.186284+00:00
anthropic,claude-fable-5,adaptive,canonica,CARE_31,CARE,8,6.0,ok,,end_turn,"SCORE: 6
REASON: Whether someone's needs are ignored concerns care and harm, which is highly relevant to judging right and wrong.",2026-07-01T21:55:24.817579+00:00
anthropic,claude-fable-5,adaptive,canonica,CARE_31,CARE,9,6.0,ok,,end_turn,"SCORE: 6
REASON: Ignoring another person's needs concerns care and harm, a core consideration in judging moral rightness.",2026-07-01T21:55:29.776000+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_02,EQUA,0,3.0,ok,,end_turn,"SCORE: 3
REASON: Income equality reflects a fairness concern, but equal outcomes for everyone is only moderately relevant to judging whether an action is right or wrong.",2026-07-01T21:55:36.420065+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_02,EQUA,1,3.0,ok,,end_turn,"SCORE: 3
REASON: Equal income touches on fairness concerns, but strict equality of outcome is only moderately connected to judging whether specific actions are right or wrong.",2026-07-01T21:55:42.439937+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_02,EQUA,2,3.0,ok,,end_turn,"SCORE: 3
REASON: Strict income equality touches on fairness concerns but is a contested policy view rather than a core consideration for judging right and wrong.",2026-07-01T21:55:48.513476+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_02,EQUA,3,3.0,ok,,end_turn,"SCORE: 3
REASON: Strict income equality reflects one contested view of fairness, so it bears only moderately on judging right and wrong.",2026-07-01T21:55:54.193924+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_02,EQUA,4,4.0,ok,,end_turn,"SCORE: 4
REASON: Income equality reflects a fairness concern that is moderately relevant to moral judgment, though strict equal pay is a contested ideal rather than a core marker of right and wrong.",2026-07-01T21:56:00.111716+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_02,EQUA,5,3.0,ok,,end_turn,"SCORE: 3
REASON: Strict income equality relates to fairness concerns, but it is a contested policy view rather than a core consideration for judging right and wrong.",2026-07-01T21:56:05.719270+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_02,EQUA,6,4.0,ok,,end_turn,"SCORE: 4
REASON: Income equality touches on fairness concerns, which are moderately relevant to moral judgment, though equal outcomes are not universally seen as a core criterion of right and wrong.",2026-07-01T21:56:11.584222+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_02,EQUA,7,4.0,ok,,end_turn,"SCORE: 4
REASON: Economic equality relates to fairness concerns, but the statement is a broad policy opinion rather than a direct criterion for judging an action's rightness.",2026-07-01T21:56:17.087590+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_02,EQUA,8,4.0,ok,,end_turn,"SCORE: 4
REASON: Equal income relates to fairness concerns, but strict income equality is only moderately relevant to judging right and wrong in general.",2026-07-01T21:56:23.004674+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_02,EQUA,9,4.0,ok,,end_turn,"SCORE: 4
REASON: Equality of outcomes touches on fairness concerns, but enforced identical incomes ignores merit and need, making it only moderately relevant to judging right and wrong.",2026-07-01T21:56:29.643554+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_08,EQUA,0,4.0,ok,,end_turn,"SCORE: 4
REASON: Income equality relates to fairness concerns, but equal outcomes are only moderately relevant to judging right and wrong compared to core fairness principles.",2026-07-01T21:56:35.045467+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_08,EQUA,1,4.0,ok,,end_turn,"SCORE: 4
REASON: Income equality relates to fairness concerns, but it is a contested policy claim rather than a core criterion for judging right and wrong.",2026-07-01T21:56:40.070610+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_08,EQUA,2,4.0,ok,,end_turn,"SCORE: 4
REASON: Equal income relates to fairness concerns, which bear moderately on judgments of right and wrong, though economic equality itself is not a core moral criterion.",2026-07-01T21:56:45.703546+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_08,EQUA,3,4.0,ok,,end_turn,"SCORE: 4
REASON: Income equality touches on fairness concerns, which bear somewhat on moral judgment, but equal income itself is a contested policy claim rather than a core criterion of right and wrong.",2026-07-01T21:56:52.198098+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_08,EQUA,4,4.0,ok,,end_turn,"SCORE: 4
REASON: Equal income touches on fairness concerns, but it is a contested policy claim rather than a core criterion for judging right and wrong.",2026-07-01T21:57:00.027464+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_08,EQUA,5,4.0,ok,,end_turn,"SCORE: 4
REASON: Income equality touches on fairness concerns, but as a broad policy opinion it is only moderately relevant to judging whether a specific action is right or wrong.",2026-07-01T21:57:06.185308+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_08,EQUA,6,3.0,ok,,end_turn,"SCORE: 3
REASON: Income equality touches on fairness concerns, but as a broad societal claim it is only moderately relevant to judging whether a specific action is right or wrong.",2026-07-01T21:57:12.532531+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_08,EQUA,7,3.0,ok,,end_turn,"SCORE: 3
REASON: Income equality touches on fairness concerns, but it is a contested policy view rather than a core consideration for judging individual actions as right or wrong.",2026-07-01T21:57:17.860659+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_08,EQUA,8,4.0,ok,,end_turn,"SCORE: 4
REASON: Economic equality relates to fairness concerns, but equal income is a contested policy claim rather than a core moral consideration.",2026-07-01T21:57:22.716014+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_08,EQUA,9,4.0,ok,,end_turn,"SCORE: 4
REASON: Income equality relates to fairness concerns, which are moderately relevant to moral judgment, though equal income itself is a contested policy claim rather than a core moral criterion.",2026-07-01T21:57:28.063943+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_14,EQUA,0,4.0,ok,,end_turn,"SCORE: 4
REASON: Equal distribution of resources reflects a fairness consideration that is moderately relevant, though strict equality of quantity is a contested standard of moral judgment.",2026-07-01T21:57:32.990728+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_14,EQUA,1,4.0,ok,,end_turn,"SCORE: 4
REASON: Equal distribution of resources reflects a fairness concern that is moderately relevant to moral judgment, though strict equality is only one contested conception of fairness.",2026-07-01T21:57:37.630359+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_14,EQUA,2,4.0,ok,,end_turn,"SCORE: 4
REASON: Equal distribution touches on fairness concerns, but strict sameness of resources ignores differences in need and merit, making it only moderately relevant to judging right and wrong.",2026-07-01T21:57:42.468858+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_14,EQUA,3,5.0,ok,,end_turn,"SCORE: 5
REASON: Equal distribution of resources reflects fairness concerns, which are quite relevant to moral judgment, though strict sameness of quantity is a contested interpretation of fairness.",2026-07-01T21:57:47.525760+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_14,EQUA,4,5.0,ok,,end_turn,"SCORE: 5
REASON: Equal distribution of resources reflects the fairness/equality consideration, which is quite relevant to judging right and wrong, though not the only or overriding factor.",2026-07-01T21:57:52.682131+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_14,EQUA,5,4.0,ok,,end_turn,"SCORE: 4
REASON: Equal distribution of resources touches on fairness concerns, but strict identical allocation is only moderately relevant since need and merit also inform moral judgments.",2026-07-01T21:57:57.575350+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_14,EQUA,6,4.0,ok,,end_turn,"SCORE: 4
REASON: Equal distribution of resources reflects a fairness concern that is moderately relevant to moral judgment, though strict equality is only one contested conception of fairness.",2026-07-01T21:58:02.596443+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_14,EQUA,7,4.0,ok,,end_turn,"SCORE: 4
REASON: Equal distribution touches on fairness, a moderately relevant moral consideration, though strict sameness of resources is a contested standard for judging right and wrong.",2026-07-01T21:58:07.730644+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_14,EQUA,8,4.0,ok,,end_turn,"SCORE: 4
REASON: Equal distribution of resources touches on fairness concerns, but strict sameness of quantity is only moderately relevant to judging right and wrong since equity and need also matter.",2026-07-01T21:58:13.134948+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_14,EQUA,9,5.0,ok,,end_turn,"SCORE: 5
REASON: Equal distribution of resources reflects the fairness/equality consideration, which is often relevant to moral judgment, though strict sameness of outcomes is a contested standard.",2026-07-01T21:58:17.991956+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_20,EQUA,0,4.0,ok,,end_turn,"SCORE: 4
REASON: Equality of outcomes is a moderately relevant fairness consideration, though many view equal opportunity as more central to moral judgment than strictly equal wealth.",2026-07-01T21:58:23.117691+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_20,EQUA,1,3.0,ok,,end_turn,"SCORE: 3
REASON: Equal distribution of wealth touches on fairness concerns, but strict outcome equality is a contested ideal rather than a core consideration of right and wrong.",2026-07-01T21:58:28.979571+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_20,EQUA,2,4.0,ok,,end_turn,"SCORE: 4
REASON: Equality of outcomes is a moderately relevant consideration for some moral judgments, but strict equal distribution is contested and not central to judging most actions' rightness.",2026-07-01T21:58:34.595400+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_20,EQUA,3,4.0,ok,,end_turn,"SCORE: 4
REASON: Equality of outcomes touches on fairness concerns, but strict monetary equality is more a contested political ideal than a core criterion of right and wrong.",2026-07-01T21:58:41.002707+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_20,EQUA,4,4.0,ok,,end_turn,"SCORE: 4
REASON: Equality of outcomes is a moderately relevant consideration for some judgments of fairness, but it is contested and less central than direct harm or justice concerns.",2026-07-01T21:58:46.144579+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_20,EQUA,5,4.0,ok,,end_turn,"SCORE: 4
REASON: Equality of outcomes reflects the fairness foundation, but strict equal distribution of money is a contested ideal rather than a core criterion of right and wrong.",2026-07-01T21:58:51.703813+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_20,EQUA,6,4.0,ok,,end_turn,"SCORE: 4
REASON: Equality of outcomes is a consideration some weigh in moral judgments, but strict equal wealth distribution is a contested ideal rather than a core determinant of right and wrong.",2026-07-01T21:58:57.029592+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_20,EQUA,7,3.0,ok,,end_turn,"SCORE: 3
REASON: Equal monetary outcomes reflect one contested conception of fairness, so it bears only moderately on judging right and wrong.",2026-07-01T21:59:02.422103+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_20,EQUA,8,3.0,ok,,end_turn,"SCORE: 3
REASON: Equal outcomes touch on fairness concerns, but strict material equality is only moderately relevant to judging right and wrong compared to considerations like harm or equal treatment.",2026-07-01T21:59:07.964308+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_20,EQUA,9,4.0,ok,,end_turn,"SCORE: 4
REASON: Equality of outcomes reflects a fairness concern that is morally relevant to some, but strict sameness of wealth is a contested ideal rather than a core determinant of right and wrong.",2026-07-01T21:59:13.250370+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_26,EQUA,0,4.0,ok,,end_turn,"SCORE: 4
REASON: Equal sharing touches on fairness concerns, but the tension between equality and effort-based desert makes it only moderately relevant to judging right and wrong.",2026-07-01T21:59:18.879043+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_26,EQUA,1,4.0,ok,,end_turn,"SCORE: 4
REASON: Equal sharing of rewards reflects a fairness/equality consideration that is moderately relevant to judging right and wrong, though it competes with proportionality to effort.",2026-07-01T21:59:23.961722+00:00
anthropic,claude-fable-5,adaptive,canonica,EQUA_26,EQUA,2,4.0,ok,,end_turn,"SCORE: 4
REASON: Equal sharing of rewards touches on fairness, a moderately relevant moral consideration, though proportionality to effort complicates its weight.",2026-07-01T21:59:28.972336+00:00
